Date,Open,High,Low,Close,Volume,Adj Close
11/11/15,208.880005,208.940002,207.660004,207.740005,67846000,204.38841
11/10/15,207.509995,208.600006,207.190002,208.559998,75874600,205.195173
11/9/15,209.309998,209.490005,206.949997,208.080002,131008700,204.722921
11/6/15,209.740005,210.320007,208.460007,210.039993,110471500,206.651291
11/5/15,210.429993,210.979996,209.089996,210.149994,78408700,206.759517
11/4/15,211.350006,211.5,209.720001,210.360001,96224500,206.966135
11/3/15,209.970001,211.660004,209.699997,211,95246100,207.595809
11/2/15,208.320007,210.619995,208.169998,210.389999,86270800,206.99565
10/30/15,209.059998,209.440002,207.740005,207.929993,131076900,204.575332
10/29/15,208.350006,209.270004,208.210007,208.830002,90525500,205.460821
10/28/15,207,208.979996,206.210007,208.949997,135906700,205.57888
10/27/15,206.199997,207,205.789993,206.600006,77905800,203.266803
10/26/15,207.300003,207.369995,206.559998,207,69033000,203.660343
10/23/15,207.25,207.949997,206.300003,207.509995,144442300,204.16211
10/22/15,202.979996,205.509995,201.850006,205.259995,174911700,201.948411
10/21/15,203.610001,203.789993,201.649994,201.850006,102038000,198.593438
10/20/15,202.850006,203.839996,202.550003,203.110001,78448500,199.833104
10/19/15,202.5,203.369995,202.130005,203.369995,76523900,200.088904
10/16/15,202.830002,203.289993,201.919998,203.270004,109692900,199.990526
10/15/15,200.080002,202.360001,199.639999,202.350006,134142200,199.085371
10/14/15,200.179993,200.869995,198.940002,199.289993,99106200,196.074727
10/13/15,200.649994,202.160004,200.050003,200.25,88038700,197.019245
10/12/15,201.419998,201.759995,200.910004,201.520004,56395600,198.26876
10/9/15,201.380005,201.899994,200.580002,201.330002,107069200,198.081823
10/8/15,198.949997,201.550003,198.589996,201.210007,153055200,197.963764
10/7/15,198.899994,199.830002,197.479996,199.410004,124307300,196.192801
10/6/15,198.309998,198.979996,197,197.789993,110274500,194.598927
10/5/15,196.460007,198.740005,196.330002,198.470001,126320800,195.267964
10/2/15,189.770004,195.029999,189.119995,195,211003300,191.853947
10/1/15,192.080002,192.490005,189.820007,192.130005,131079000,189.030255
9/30/15,190.369995,191.830002,189.440002,191.630005,163452000,188.538322
9/29/15,188.270004,189.740005,186.929993,188.119995,159045600,185.084941
9/28/15,191.779999,191.910004,187.639999,188.009995,178515900,184.976715
9/25/15,194.639999,195,191.809998,192.869995,155054800,189.758307
9/24/15,192.149994,193.449997,190.559998,192.899994,159378800,189.787821
9/23/15,194.110001,194.669998,192.910004,193.600006,92790600,190.47654
9/22/15,193.880005,194.460007,192.559998,193.899994,153890900,190.771688
9/21/15,196.440002,197.679993,195.210007,196.460007,105726200,193.290398
9/18/15,195.710007,198.679993,194.960007,195.449997,223657500,192.296684
9/17/15,200.020004,202.889999,199.279999,199.729996,276046600,195.491303
9/16/15,198.820007,200.410004,198.410004,200.179993,99581600,195.93175
9/15/15,196.610001,198.990005,195.960007,198.449997,113806200,194.238468
9/14/15,196.949997,197.009995,195.429993,196.009995,79452000,191.850248
9/11/15,195.380005,196.820007,194.529999,196.740005,119691200,192.564767
9/10/15,194.559998,197.220001,194.25,195.850006,158611100,191.693655
9/9/15,199.320007,199.470001,194.350006,194.789993,149347700,190.656138
9/8/15,195.940002,197.610001,195.169998,197.429993,116025700,193.240111
9/4/15,192.850006,193.860001,191.610001,192.589996,207081000,188.502829
9/3/15,196.259995,198.050003,194.960007,195.550003,152087800,191.400018
9/2/15,194.619995,195.460007,192.419998,195.410004,160269300,191.26299
9/1/15,193.119995,194.770004,190.729996,191.770004,256000400,187.700239
8/31/15,198.110001,199.130005,197.009995,197.669998,163298800,193.475023
8/28/15,198.5,199.839996,197.919998,199.279999,160414400,195.050856
8/27/15,197.020004,199.419998,195.210007,199.270004,274143900,195.041073
8/26/15,192.080002,194.789993,188.369995,194.460007,339257000,190.333154
8/25/15,195.429993,195.449997,186.919998,187.270004,369833100,183.295739
8/24/15,187.490005,197.479996,182.399994,189.5,507244300,185.478409
8/21/15,201.729996,203.940002,197.520004,197.830002,346588500,193.631631
8/20/15,206.509995,208.289993,203.899994,203.970001,194327900,199.641326
8/19/15,209.089996,210.009995,207.350006,208.320007,172946000,203.899016
8/18/15,210.259995,210.679993,209.699997,209.979996,71692700,205.523776
8/17/15,208.710007,210.589996,208.160004,210.589996,79072600,206.120831
8/14/15,208.429993,209.509995,208.259995,209.419998,72786500,204.975663
8/13/15,208.729996,209.550003,208.009995,208.660004,89383300,204.231797
8/12/15,207.110001,209.139999,205.360001,208.919998,172123700,204.486274
8/11/15,208.970001,209.470001,207.759995,208.660004,126081400,204.231797
8/10/15,209.279999,210.669998,209.279999,210.570007,80270700,206.101267
8/7/15,208.160004,208.339996,206.869995,207.949997,117858000,203.536858
8/6/15,210.289993,210.419998,207.649994,208.350006,116030800,203.928378
8/5/15,210.449997,211.309998,209.729996,210.070007,85786800,205.611878
8/4/15,209.699997,210.25,208.800003,209.380005,81820800,204.936518
8/3/15,210.460007,210.529999,208.649994,209.789993,113965700,205.337806
7/31/15,211.419998,211.449997,210.160004,210.5,103266900,206.032745
7/30/15,210.160004,211.020004,209.419998,210.820007,91304400,206.345961
7/29/15,209.479996,211.039993,209.309998,210.770004,105791300,206.297019
7/28/15,207.789993,209.5,206.800003,209.330002,123544800,204.887577
7/27/15,206.940002,207.550003,206.259995,206.789993,132361100,202.401472
7/24/15,210.300003,210.369995,207.600006,208,117755000,203.5858
7/23/15,211.529999,211.649994,209.75,210.179993,90509100,205.719529
7/22/15,210.929993,211.770004,210.889999,211.369995,88667900,206.884277
7/21/15,212.429993,212.740005,211.389999,211.759995,77965000,207.266
7/20/15,212.75,213.179993,212.210007,212.589996,70446800,208.078387
7/17/15,212.289993,212.550003,211.800003,212.470001,89030000,207.960939
7/16/15,211.869995,212.300003,211.580002,212.300003,106683300,207.794548
7/15/15,210.729996,211.279999,210.039993,210.610001,97914100,206.140411
7/14/15,209.720001,211.050003,209.649994,210.679993,81709600,206.208918
7/13/15,208.990005,209.899994,208.940002,209.759995,106069400,205.308444
7/10/15,207.289993,207.979996,204.949997,207.479996,129456900,203.076831
7/9/15,207.039993,207.350006,204.770004,204.899994,144113100,200.551583
7/8/15,206.419998,206.759995,204.25,204.529999,164020100,200.18944
7/7/15,206.960007,208.169998,204.110001,208.009995,173820200,203.595583
7/6/15,205.770004,207.649994,205.529999,206.720001,117975400,202.332966
7/2/15,208.070007,208.270004,206.809998,207.320007,104373700,202.920238
7/1/15,207.729996,208.029999,206.559998,207.5,135979900,203.096411
6/30/15,207.259995,207.320007,205.279999,205.850006,182925100,201.481434
6/29/15,208.050003,209.830002,205.330002,205.419998,202621300,201.060551
6/26/15,210.289993,210.580002,209.160004,209.820007,104174800,205.367183
6/25/15,211.100006,211.25,209.770004,209.860001,97107400,205.406328
6/24/15,211.720001,212.169998,210.470001,210.509995,92307300,206.042527
6/23/15,212.139999,212.440002,211.570007,212.050003,68476800,207.549854
6/22/15,211.910004,212.589996,211.639999,211.889999,70696000,207.393246
6/19/15,211.460007,211.550003,210.360001,210.809998,130478700,206.336164
6/18/15,211.309998,213.339996,210.630005,212.779999,165867900,207.256211
6/17/15,210.589996,211.320007,209.360001,210.589996,126708600,205.123062
6/16/15,208.929993,210.350006,208.720001,210.25,85308200,204.791892
6/15/15,208.639999,209.449997,207.789993,209.100006,124384200,203.671752
6/12/15,210.639999,211.479996,209.679993,210.009995,135382400,204.558117
6/11/15,211.479996,212.089996,211.199997,211.630005,73876400,206.136071
6/10/15,209.369995,211.410004,209.300003,210.960007,134551300,205.483466
6/9/15,208.449997,209.100006,207.690002,208.449997,105034700,203.038617
6/8/15,209.639999,209.820007,208.389999,208.479996,89063300,203.067837
6/5/15,209.949997,210.580002,208.979996,209.770004,121704700,204.324357
6/4/15,211.070007,211.860001,209.75,210.130005,151882800,204.675012
6/3/15,212,212.669998,211.330002,211.919998,87820900,206.418536
6/2/15,211.020004,212.190002,210.270004,211.360001,91531000,205.873076
6/1/15,211.940002,212.339996,210.619995,211.570007,93338800,206.077631
5/29/15,212.380005,212.429993,210.820007,211.139999,124919600,205.658786
5/28/15,212.330002,212.589996,211.630005,212.460007,74974600,206.944526
5/27/15,211.25,212.979996,210.759995,212.699997,93214000,207.178286
5/26/15,212.399994,212.910004,210.199997,210.699997,124308600,205.230207
5/22/15,213.039993,213.539993,212.910004,212.990005,57433500,207.460766
5/21/15,212.710007,213.75,212.509995,213.5,64764600,207.957521
5/20/15,213.149994,213.779999,212.5,212.880005,76857500,207.353621
5/19/15,213.240005,213.570007,212.690002,213.029999,72114600,207.499721
5/18/15,212.240005,213.399994,212.160004,213.100006,74549700,207.567911
5/15/15,212.440002,212.610001,211.860001,212.440002,76510100,206.925041
5/14/15,211.240005,212.320007,210.910004,212.210007,95934000,206.701016
5/13/15,210.470001,211.220001,209.740005,210.020004,94667900,204.567867
5/12/15,209.610001,210.630005,208.619995,209.979996,119727600,204.528897
5/11/15,211.570007,211.889999,210.520004,210.610001,75708100,205.142547
5/8/15,210.880005,211.860001,210.779999,211.619995,155877300,206.126321
5/7/15,207.919998,209.380005,207.520004,208.869995,88244900,203.447712
5/6/15,209.559998,209.929993,206.759995,208.039993,135060200,202.639257
5/5/15,211.029999,211.460007,208.729996,208.899994,113326200,203.476932
5/4/15,211.229996,212.020004,211.100006,211.320007,70927200,205.834121
5/1/15,209.399994,210.770004,209.279999,210.720001,103399700,205.249691
4/30/15,209.880005,210.350006,207.619995,208.460007,161304900,203.048367
4/29/15,210.369995,211.289993,209.600006,210.570007,125684900,205.103591
4/28/15,210.740005,211.5,209.330002,211.440002,86863500,205.951001
4/27/15,212.330002,212.479996,210.539993,210.770004,79358100,205.298396
4/24/15,211.660004,211.970001,211.110001,211.649994,61327400,206.155541
4/23/15,210.149994,211.940002,210.009995,211.160004,102585900,205.678271
4/22/15,210.009995,210.850006,208.899994,210.630005,78264600,205.162031
4/21/15,210.669998,210.860001,209.240005,209.600006,72559800,204.158772
4/20/15,209.059998,210.25,208.960007,209.850006,92189500,204.402282
4/17/15,208.940002,209.229996,207.009995,207.949997,191113200,202.551597
4/16/15,210.029999,210.979996,209.789993,210.369995,68934900,204.908772
4/15/15,210.050003,211.039993,209.949997,210.429993,99529300,204.967212
4/14/15,208.850006,209.710007,208.100006,209.490005,75099900,204.051627
4/13/15,209.869995,210.630005,209.029999,209.089996,74436600,203.662002
4/10/15,209.199997,210.089996,208.960007,210.039993,72722900,204.587337
4/9/15,207.779999,209.179993,207.190002,208.899994,85548900,203.476932
4/8/15,207.550003,208.509995,207.080002,207.979996,89351900,202.580817
4/7/15,207.860001,208.759995,207.240005,207.279999,81236300,201.898992
4/6/15,205.369995,208.449997,205.210007,207.830002,114368200,202.434717
4/2/15,205.619995,206.979996,205.399994,206.440002,86900900,201.080802
4/1/15,206.389999,206.419998,204.509995,205.699997,137303600,200.360007
3/31/15,207.259995,208.100006,206.360001,206.429993,126768700,201.071052
3/30/15,206.979996,208.610001,206.960007,208.25,96180400,202.843812
3/27/15,205.130005,205.949997,204.899994,205.740005,118939000,200.398977
3/26/15,204.960007,206.369995,204.119995,205.270004,153067200,199.941177
3/25/15,209.070007,209.350006,205.710007,205.759995,159521700,200.418447
3/24/15,209.850006,210.399994,208.740005,208.820007,77805300,203.399022
3/23/15,210.419998,211.110001,210,210,71784500,204.548382
3/20/15,209.710007,211.020004,209.490005,210.410004,177715100,204.947741
3/19/15,209.960007,210.470001,209.029999,209.5,117917300,203.154531
3/18/15,207.389999,211.270004,206.619995,210.460007,228808500,204.08546
3/17/15,207.690002,208.419998,206.979996,207.960007,94510400,201.661182
3/16/15,206.710007,208.690002,205.860001,208.580002,136099200,202.262398
3/13/15,206.770004,207.929993,204.580002,205.830002,162410900,199.595692
3/12/15,205.259995,207.179993,205.199997,207.100006,93993500,200.827229
3/11/15,205.289993,205.5,204.399994,204.5,110145700,198.305974
3/10/15,206.710007,206.809998,204.929993,204.979996,157121300,198.771431
3/9/15,207.740005,208.789993,207.550003,208.360001,89818900,202.04906
3/6/15,209.419998,209.940002,207.100006,207.5,188128000,201.215108
3/5/15,210.619995,210.800003,209.850006,210.460007,76873000,204.08546
3/4/15,210.399994,210.490005,209.059998,210.229996,114497200,203.862416
3/3/15,211.470001,212.050003,210.080002,211.119995,110325800,204.725458
3/2/15,210.779999,212.059998,210.720001,211.990005,87491400,205.569117
2/27/15,211.259995,211.580002,210.600006,210.660004,108076000,204.279399
2/26/15,211.520004,211.710007,210.649994,211.380005,72697900,204.977593
2/25/15,211.660004,212.240005,211.220001,211.630005,73061700,205.220021
2/24/15,211.119995,212.050003,210.759995,211.809998,72472300,205.394561
2/23/15,210.940002,211.210007,210.479996,211.210007,74411100,204.812744
2/20/15,209.479996,211.330002,208.729996,211.240005,140896400,204.841834
2/19/15,209.410004,210.419998,209.240005,209.979996,91462500,203.619988
2/18/15,209.660004,210.220001,209.339996,210.130005,80652900,203.765454
2/17/15,209.399994,210.320007,209.100006,210.110001,76968200,203.746055
2/13/15,209.070007,209.839996,208.759995,209.779999,93670400,203.426049
2/12/15,207.889999,208.990005,206.970001,208.919998,97545900,202.592096
2/11/15,206.610001,207.449997,205.830002,206.929993,91087800,200.662365
2/10/15,205.880005,207.119995,204.679993,206.809998,96164200,200.546005
2/9/15,204.770004,205.639999,204.139999,204.630005,87219000,198.432041
2/6/15,206.559998,207.240005,204.919998,205.550003,125672000,199.324174
2/5/15,204.860001,206.300003,204.770004,206.119995,97953200,199.876901
2/4/15,203.919998,205.380005,203.509995,204.059998,134306700,197.879298
2/3/15,203,204.850006,202.550003,204.839996,124212900,198.635672
2/2/15,200.050003,202.029999,197.860001,201.919998,163107000,195.804117
1/30/15,200.570007,202.169998,199.130005,199.449997,197729700,193.408928
1/29/15,200.380005,202.300003,198.679993,201.990005,173585400,195.872004
1/28/15,204.169998,204.289993,199.910004,200.139999,168514300,194.078032
1/27/15,202.970001,204.119995,201.740005,202.740005,134044600,196.599287
1/26/15,204.710007,205.559998,203.850006,205.449997,92009700,199.227197
1/23/15,205.789993,206.100006,204.809998,204.970001,117516800,198.761739
1/22/15,203.990005,206.259995,202.330002,206.100006,174356000,199.857518
1/21/15,201.5,203.660004,200.940002,203.080002,122942700,196.928985
1/20/15,202.399994,202.720001,200.169998,202.059998,130991100,195.939876
1/16/15,198.770004,201.820007,198.550003,201.630005,211879600,195.522907
1/15/15,201.630005,202.009995,198.880005,199.020004,176613900,192.99196
1/14/15,199.649994,201.100006,198.570007,200.860001,192991100,194.776225
1/13/15,204.119995,205.479996,200.509995,202.080002,214553300,195.959274
1/12/15,204.410004,204.600006,201.919998,202.649994,144396100,196.512002
1/9/15,206.399994,206.419998,203.509995,204.25,158567300,198.063546
1/8/15,204.009995,206.160004,203.990005,205.899994,147217800,199.663564
1/7/15,201.419998,202.720001,200.880005,202.309998,125346700,196.182304
1/6/15,202.089996,202.720001,198.860001,199.820007,209151400,193.767732
1/5/15,204.169998,204.369995,201.350006,201.720001,169632600,195.610177
1/2/15,206.380005,206.880005,204.179993,205.429993,121465900,199.207798
12/31/14,207.990005,208.190002,205.389999,205.539993,130333800,199.314467
12/30/14,208.210007,208.369995,207.509995,207.600006,73540800,201.312085
12/29/14,208.220001,208.970001,208.139999,208.720001,79643900,202.398157
12/26/14,208.309998,208.850006,208.25,208.440002,57326700,202.126639
12/24/14,208.020004,208.339996,207.720001,207.770004,42963400,201.476934
12/23/14,208.169998,208.229996,207.399994,207.75,122167900,201.457536
12/22/14,206.75,207.470001,206.460007,207.470001,148318900,201.186018
12/19/14,206.429993,207.330002,205.610001,206.520004,245084600,200.264795
12/18/14,204.740005,212.970001,203.919998,206.779999,257633900,199.4163
12/17/14,198.440002,202.339996,198.289993,201.789993,253910100,194.603995
12/16/14,198.580002,202.399994,197.860001,197.910004,259543800,190.862177
12/15/14,201.979996,202.529999,198.779999,199.509995,189965800,192.40519
12/12/14,202.639999,203.820007,200.850006,200.889999,202330200,193.736051
12/11/14,203.880005,206.190002,203.710007,204.190002,159012800,196.918537
12/10/14,205.910004,205.979996,202.929993,203.160004,159856400,195.925218
